"charged_off","ContactsMade_Inbound","maxDue","current_rate","lti__c","final_risk_group__c","inquires_last_6_months__c","age","ach_recurring","ach_onetime","utm","pred"
"1",7,44,9.99,3,2,1,1,1,0,2,"0"
"1",2,44,18.99,1,9,2,1,0,1,2,"0"
"1",0,43,22.99,4,10,1,1,0,1,2,"0"
"0",0,13,13.49,2,8,2,1,0,1,2,NA
"1",1,-1,19.99,3,6,0,1,1,0,2,"0"
"0",0,-1,10.49,1,3,0,1,1,0,2,NA
"1",1,60,22.99,3,10,1,1,0,1,2,"0"
"0",27,12,22.49,4,8,2,1,0,1,2,NA
"1",1,13,18.49,4,4,0,0,0,1,2,"0"
"0",5,13,13.99,3,4,1,1,0,1,1,NA
"1",3,13,19.99,1,9,0,1,0,1,1,NA
"0",1,-1,6.99,4,1,0,1,0,1,1,NA
"1",0,-1,23.99,4,10,1,1,0,1,1,NA
"1",0,-1,10.99,1,5,0,1,1,0,1,NA
"0",0,43,23.49,2,8,2,1,0,1,1,"0"
"0",3,-1,12.49,4,5,0,1,0,1,2,NA
"1",3,-1,11.49,3,2,2,1,0,1,2,NA
"1",1,-1,25.99,3,10,1,1,0,1,1,NA
"0",2,44,14.49,4,4,1,1,1,0,1,"0"
"1",3,60,23.49,3,6,2,1,0,1,2,"0"
"1",1,-1,24.49,3,9,1,1,1,0,1,"0"
"1",0,-1,15.49,3,5,0,0,1,0,1,NA
"1",0,-1,20.99,4,9,0,1,1,0,2,"0"
"0",1,-1,18.99,4,5,0,1,1,0,3,"0"
"0",23,13,11.99,2,3,0,1,0,1,2,NA
"0",1,-1,24.49,1,10,2,1,1,0,2,"0"
"0",12,-1,16.99,3,6,0,1,0,1,2,NA
"0",3,13,24.99,2,9,1,1,0,1,1,NA
"0",19,-1,23.99,1,10,0,0,0,1,1,NA
"1",2,43,10.49,2,2,1,1,0,1,1,"0"
"1",1,-1,12.49,3,5,0,1,1,0,2,NA
"0",1,-1,11.99,3,6,1,1,1,0,1,NA
"1",1,44,22.49,2,10,1,1,1,0,3,"0"
"0",2,13,19.99,3,7,0,1,0,1,1,NA
"1",5,60,13.99,3,8,1,1,1,0,1,"0"
"0",4,-1,25.99,4,8,0,1,0,1,3,NA
"1",2,-1,11.49,2,4,0,1,1,0,2,NA
"0",1,43,15.99,3,8,0,1,0,1,2,"0"
"1",28,44,22.49,3,10,0,1,0,1,1,NA
"0",0,13,14.99,2,5,1,1,0,1,1,NA
"0",15,13,16.99,3,7,2,1,0,1,3,NA
"0",1,-1,10.99,2,5,1,1,1,0,1,NA
"1",0,13,26.49,2,10,0,1,1,0,1,"0"
"1",0,60,23.49,3,10,0,0,0,1,1,"0"
"1",0,-1,16.99,4,6,0,1,0,1,2,NA
"1",0,-1,14.49,2,3,0,1,1,0,1,NA
"1",1,12,17.99,2,8,1,1,0,1,1,NA
"0",16,44,7.49,1,1,2,1,0,1,1,NA
"0",3,12,13.99,3,6,1,1,0,1,2,NA
"1",1,43,24.49,3,10,1,1,0,1,2,"0"
"1",0,13,26.49,4,10,0,0,1,0,1,"0"
"1",4,43,20.99,3,9,1,1,0,1,1,"0"
"1",1,13,12.99,4,3,0,0,1,0,2,"0"
"1",1,-1,22.99,3,9,0,1,1,0,2,"0"
"1",4,43,16.49,2,5,2,1,0,1,2,"0"
"0",1,43,16.49,2,6,2,1,1,0,1,"0"
"1",0,-1,10.49,4,3,1,1,1,0,1,NA
"1",0,-1,12.49,3,3,0,1,1,0,1,NA
"1",2,-1,20.49,3,7,0,1,1,0,1,NA
"0",2,43,14.49,3,4,0,1,0,1,1,"0"
"1",3,13,17.49,3,7,0,1,0,1,1,NA
"0",8,-1,7.49,2,2,1,1,0,1,2,NA
"1",2,43,8.49,1,3,1,1,0,1,2,"0"
"0",1,44,10.49,2,5,0,1,0,1,1,"0"
"1",2,13,21.49,3,10,0,1,0,1,1,NA
"1",0,-1,19.49,3,8,0,1,1,0,1,"0"
"1",0,-1,23.49,3,10,0,0,1,0,2,"0"
"0",0,13,22.99,3,9,1,1,0,1,1,"0"
"0",3,-1,16.99,4,7,1,0,1,0,2,"0"
"1",3,13,20.99,3,7,1,1,0,1,2,NA
"0",6,10,11.49,2,3,0,1,0,1,1,NA
"0",12,-1,14.99,3,6,2,1,0,1,1,NA
"0",7,-1,7.49,2,1,0,1,0,1,1,NA
"0",1,-1,6.99,1,1,0,1,1,0,2,NA
"0",1,13,19.49,3,5,0,1,0,1,1,NA
"0",1,-1,11.49,3,4,0,1,0,1,1,NA
"0",0,-1,16.49,2,8,0,1,0,1,2,NA
"1",6,60,17.49,2,6,0,1,0,1,2,"0"
"1",0,60,22.49,1,9,2,1,1,0,1,"0"
"0",1,-1,25.99,4,9,1,1,1,0,1,"0"
"0",2,13,9.49,3,3,0,1,1,0,2,"0"
"0",9,12,12.99,3,5,2,1,0,1,2,NA
"1",9,13,14.99,2,5,0,1,0,1,1,NA
"1",1,-1,14.99,4,7,0,1,1,0,2,"0"
"1",4,-1,24.99,3,9,2,1,1,0,2,"0"
"0",8,-1,23.99,4,10,1,1,1,0,1,NA
"0",17,-1,12.99,4,3,2,1,0,1,1,NA
"1",4,60,25.99,4,10,2,0,0,1,1,"0"
"0",4,-1,18.99,3,6,1,1,1,0,1,NA
"1",1,-1,12.99,2,5,2,1,0,1,1,NA
"0",10,-1,16.99,2,9,2,1,0,1,1,NA
"0",1,-1,7.49,4,1,2,1,1,0,1,NA
"1",0,60,21.49,4,9,0,1,0,1,2,"0"
"0",6,12,15.99,4,7,0,1,0,1,2,NA
"1",5,-1,11.99,3,3,0,1,0,1,2,NA
"0",4,-1,11.99,3,6,1,1,0,1,2,NA
"0",1,-1,14.99,2,6,1,1,0,1,3,NA
"1",11,12,11.49,2,4,1,1,0,1,2,NA
"1",0,-1,15.49,4,6,0,1,1,0,1,"0"
"0",9,43,21.49,3,7,2,1,0,1,1,"0"
"0",11,-1,20.49,2,10,2,1,0,1,2,NA
"0",2,-1,17.99,3,9,0,1,0,1,1,NA
"1",1,60,22.49,3,8,0,1,1,0,3,"0"
"0",6,-1,20.49,3,10,1,1,0,1,1,NA
"1",3,13,19.99,4,8,1,0,1,0,2,"0"
"1",0,13,24.49,3,9,2,1,1,0,3,"0"
"0",0,13,16.49,1,3,0,1,0,1,1,NA
"1",0,-1,24.49,3,8,1,1,1,0,1,"0"
"1",8,43,23.99,3,10,1,1,0,1,2,"0"
"0",1,-1,20.99,4,9,0,1,0,1,1,NA
"0",30,60,21.49,1,8,0,1,0,1,2,NA
"0",3,-1,6.99,3,1,2,1,1,0,3,NA
"1",1,-1,17.49,3,7,1,1,0,1,2,NA
"1",0,12,19.99,4,4,0,1,0,1,1,NA
"1",4,13,20.49,4,8,0,1,1,0,3,"0"
"1",0,60,22.99,2,7,2,1,1,0,3,"0"
"0",1,-1,14.99,2,7,1,1,1,0,2,NA
"1",0,-1,19.99,1,10,2,0,1,0,2,"0"
"1",0,-1,15.49,4,5,2,1,1,0,2,"0"
"1",2,13,17.99,3,6,2,1,1,0,1,"0"
"0",7,12,15.49,4,5,1,1,0,1,1,NA
"0",3,13,23.99,4,9,2,1,0,1,3,"0"
"0",1,-1,7.49,1,1,2,1,1,0,2,NA
"1",2,60,11.49,3,1,2,1,0,1,1,"0"
"0",0,44,7.49,2,1,1,1,0,1,2,"0"
"1",0,44,20.49,1,8,0,1,1,0,1,"0"
"0",1,60,14.99,3,5,0,1,0,1,1,"0"
"0",9,13,10.99,1,5,1,0,0,1,1,NA
"0",6,13,18.99,2,8,2,1,0,1,1,NA
"1",5,-1,18.49,3,9,2,1,0,1,2,NA
"0",2,12,18.99,1,9,0,1,0,1,2,NA
"0",5,-1,23.99,4,9,1,1,0,1,2,NA
"0",8,43,24.49,3,10,1,1,0,1,2,"0"
"0",4,12,22.49,3,6,1,1,0,1,1,NA
"1",3,-1,23.99,4,9,1,0,1,0,1,"0"
"0",4,13,22.49,3,10,1,0,0,1,2,NA
"1",2,13,17.99,3,9,2,1,1,0,1,"0"
"0",1,-1,16.49,2,6,0,1,0,1,2,NA
"0",5,-1,16.49,3,7,1,1,0,1,1,NA
"1",0,13,21.49,3,9,1,1,0,1,2,"0"
"1",5,13,18.49,3,4,2,1,0,1,1,NA
"1",0,43,16.49,4,3,2,1,1,0,1,"0"
"1",16,13,26.49,4,8,0,1,0,1,1,NA
"1",1,13,14.49,3,6,0,0,0,1,2,NA
"0",1,-1,9.49,3,2,0,1,1,0,2,NA
"0",9,-1,11.49,3,4,0,1,1,0,3,NA
"1",5,12,7.49,4,1,0,1,0,1,3,NA
"0",3,-1,22.49,3,8,0,0,0,1,1,NA
"1",4,43,15.49,2,5,0,1,0,1,3,"0"
"0",0,60,25.49,3,8,2,1,0,1,1,"0"
"1",10,-1,24.99,3,7,2,1,0,1,2,NA
"0",2,-1,19.99,3,8,0,1,1,0,2,"0"
"1",0,-1,8.99,3,3,1,1,1,0,2,NA
"0",18,-1,17.49,3,5,1,1,0,1,1,NA
"1",0,13,19.99,4,8,1,1,0,1,2,"0"
"0",1,13,14.49,1,9,1,0,0,1,1,NA
"0",1,-1,10.49,2,3,2,0,0,1,1,NA
"0",2,-1,9.49,4,5,0,1,1,0,2,NA
"1",0,-1,17.99,4,2,0,1,1,0,2,"0"
"0",0,12,25.99,2,4,2,1,0,1,1,NA
"0",2,-1,20.99,3,7,0,1,1,0,1,NA
"0",4,-1,8.49,1,3,1,1,1,0,2,NA
"0",2,-1,22.99,4,8,2,1,0,1,1,NA
"1",1,-1,16.99,3,6,1,1,1,0,2,"0"
"0",7,-1,14.99,4,5,0,1,1,0,2,NA
"1",0,-1,20.49,4,5,0,1,1,0,2,"0"
"0",1,13,15.99,3,6,1,1,0,1,1,NA
"0",1,13,18.99,3,10,2,1,0,1,1,NA
"1",1,60,11.99,4,6,2,1,1,0,2,"0"
"0",1,-1,16.49,2,6,1,1,0,1,2,NA
"1",3,60,16.99,3,7,2,1,0,1,1,"0"
"1",0,13,10.49,3,5,2,1,1,0,1,"0"
"0",4,44,22.49,4,10,2,1,1,0,2,"0"
"1",4,-1,26.49,3,5,1,1,1,0,1,NA
"0",6,13,17.49,3,7,2,1,0,1,2,NA
"0",4,13,12.99,2,4,2,1,0,1,1,NA
"0",10,13,22.99,4,10,0,0,0,1,1,NA
"0",5,13,12.49,3,5,2,1,0,1,3,NA
"1",0,-1,7.49,4,1,0,1,1,0,1,NA
"1",0,60,14.99,4,4,0,1,1,0,2,"0"
"1",0,60,19.49,4,5,0,0,1,0,1,"0"
"0",2,13,20.49,1,10,0,1,0,1,1,NA
"0",3,13,19.49,2,6,1,0,0,1,1,NA
"1",22,60,17.99,1,10,2,1,0,1,1,NA
"0",6,-1,22.99,3,9,1,1,0,1,1,NA
"0",3,13,23.49,3,10,2,1,0,1,2,"0"
"1",3,43,11.99,3,6,0,1,1,0,2,"0"
"1",3,60,17.49,3,7,2,0,0,1,2,"0"
"0",8,13,7.99,3,1,0,1,0,1,1,NA
"0",0,-1,10.49,2,3,0,1,0,1,2,NA
"1",6,13,20.99,3,7,0,1,0,1,1,NA
"1",5,60,21.99,4,5,2,1,0,1,1,"0"
"0",1,-1,10.49,4,3,1,1,1,0,2,"0"
"1",9,-1,16.49,3,8,2,0,1,0,1,NA
"0",11,-1,25.49,2,10,1,1,1,0,1,NA
"1",0,13,16.49,3,6,0,1,0,1,2,NA
"0",14,-1,6.99,3,1,0,1,0,1,1,NA
"0",11,-1,8.99,3,2,0,1,0,1,1,NA
"0",9,60,14.99,4,4,0,1,0,1,2,"0"
"0",3,12,10.99,3,2,0,1,0,1,1,NA
"1",0,-1,15.99,3,6,2,1,1,0,2,"0"
"1",2,-1,9.49,2,2,1,1,1,0,3,NA
"0",3,13,12.49,2,5,1,0,0,1,1,NA
"0",10,-1,7.99,2,1,2,1,0,1,1,NA
"1",0,-1,12.49,4,5,0,1,1,0,2,"0"
"0",3,-1,6.99,2,1,1,1,0,1,1,NA
"1",13,44,15.99,1,8,2,1,0,1,1,NA
"0",3,60,10.49,2,3,0,1,0,1,1,"0"
"1",1,60,22.99,1,10,2,1,0,1,3,"0"
"0",2,-1,7.49,2,1,1,0,1,0,2,NA
"1",7,13,23.99,3,10,2,1,0,1,2,NA
"1",1,-1,19.49,4,5,1,1,1,0,3,"0"
"0",4,-1,12.49,4,4,2,1,1,0,2,NA
"1",0,60,4.99,3,3,0,1,1,0,1,"0"
"1",1,13,23.99,3,10,2,1,1,0,1,"0"
"1",0,-1,7.49,4,1,2,1,1,0,2,"0"
"0",12,-1,16.49,2,6,1,1,1,0,1,NA
"0",0,-1,9.49,3,2,0,0,0,1,1,NA
"0",0,-1,14.99,4,6,0,1,0,1,1,NA
"0",11,-1,17.99,4,3,2,0,0,1,2,NA
"0",1,-1,19.49,4,5,0,0,0,1,2,NA
"0",3,-1,19.49,1,9,2,1,0,1,1,NA
"1",3,-1,7.99,4,1,2,1,1,0,1,NA
"0",0,-1,13.49,3,3,1,1,1,0,1,NA
"1",0,-1,15.49,4,4,0,1,1,0,3,"0"
"1",0,44,22.49,1,7,2,1,1,0,2,"0"
"1",2,13,12.99,3,2,2,1,0,1,2,NA
"0",13,43,12.99,1,6,1,1,0,1,1,NA
"1",2,13,21.49,3,10,0,1,1,0,1,"0"
"0",6,13,14.49,2,6,2,1,0,1,2,NA
"0",0,-1,7.99,2,1,0,1,1,0,2,NA
"1",3,-1,20.99,4,7,1,1,0,1,1,NA
"1",7,12,8.49,3,1,2,1,0,1,1,NA
"0",0,12,7.99,3,1,1,1,0,1,2,NA
"0",4,-1,19.99,3,10,1,0,0,1,2,NA
"0",3,43,21.99,3,8,2,1,0,1,3,"0"
"1",0,-1,21.49,4,9,2,1,1,0,1,"0"
"0",2,-1,9.49,4,3,1,1,1,0,2,NA
"1",2,-1,9.49,3,4,2,1,0,1,2,NA
"0",5,-1,12.99,4,3,2,1,0,1,1,NA
"0",6,13,20.99,3,7,2,1,0,1,3,NA
"1",0,-1,12.49,3,6,2,1,1,0,2,"0"
"0",27,13,20.49,2,10,1,1,1,0,1,NA
"0",2,13,25.49,4,9,0,0,0,1,1,"0"
"1",6,60,16.49,2,8,1,1,0,1,2,"0"
"1",0,-1,20.49,4,9,0,1,1,0,1,"0"
"1",0,60,17.49,2,8,0,1,1,0,2,"0"
"0",34,13,9.99,2,6,1,1,0,1,2,NA
"0",14,-1,17.49,3,6,0,1,0,1,1,NA
"0",9,-1,25.99,4,9,2,1,0,1,2,NA
"0",0,-1,11.99,3,6,1,0,1,0,1,NA
"1",2,13,21.49,2,8,2,1,0,1,1,NA
"1",1,60,8.99,3,2,1,1,1,0,2,"0"
"0",1,-1,22.49,4,10,1,1,1,0,2,"0"
"1",1,-1,24.49,4,9,2,0,0,1,3,"0"
"1",5,13,11.49,4,4,2,1,0,1,1,NA
"1",7,13,9.99,1,4,0,1,0,1,2,NA
"0",20,13,8.49,1,3,0,1,0,1,1,NA
"1",0,60,18.49,1,9,2,1,1,0,1,"0"
"1",5,13,23.99,3,9,2,1,0,1,2,NA
"0",2,-1,22.99,3,10,1,1,0,1,3,NA
"0",7,13,15.99,4,7,2,0,0,1,1,NA
"1",1,-1,7.49,4,1,0,1,1,0,2,NA
"1",5,12,22.49,3,7,2,1,1,0,2,"0"
"0",2,-1,18.99,3,9,1,1,0,1,2,NA
"0",1,-1,17.99,3,4,0,0,1,0,2,"0"
"0",10,13,9.49,2,2,0,1,0,1,2,NA
"1",2,43,12.49,2,5,0,1,1,0,3,"0"
"0",2,13,22.49,3,10,0,0,1,0,1,"0"
"0",4,44,21.49,3,7,2,1,0,1,2,"0"
"0",12,-1,19.99,2,7,1,1,1,0,2,NA
"0",10,13,20.49,2,7,0,1,0,1,2,NA
"0",0,12,22.99,4,7,0,1,0,1,1,NA
"0",1,-1,16.49,2,6,0,0,1,0,1,NA
"1",0,-1,22.49,3,10,1,1,0,1,2,NA
"1",0,-1,18.49,4,7,0,1,1,0,2,"0"
"0",6,-1,9.99,2,6,2,1,1,0,2,NA
"1",2,-1,9.49,2,4,0,1,0,1,2,NA
"0",13,13,13.99,2,6,2,1,0,1,1,NA
"0",0,-1,12.49,4,5,2,1,1,0,1,"0"
"0",9,-1,23.99,4,10,1,1,0,1,1,NA
"0",10,13,23.99,2,10,0,1,0,1,2,NA
"0",0,13,18.99,1,9,2,1,0,1,2,NA
"1",4,13,26.99,3,10,2,1,0,1,1,NA
"1",2,12,22.49,3,10,1,1,1,0,2,"0"
"1",3,13,11.99,2,4,2,1,1,0,1,NA
"1",2,13,19.99,4,8,1,0,0,1,1,NA
"0",3,-1,23.99,3,10,2,1,1,0,1,"0"
"1",1,-1,19.49,3,6,2,1,1,0,1,"0"
"1",4,13,17.49,3,6,2,0,0,1,1,NA
"0",3,-1,22.99,2,5,2,1,0,1,2,NA
"1",4,-1,14.99,1,7,2,1,0,1,1,NA
"0",4,60,22.49,4,10,2,1,1,0,2,"0"
"0",2,-1,9.99,1,4,2,1,1,0,2,NA
"1",1,-1,22.99,4,8,1,1,1,0,1,"0"
"0",2,-1,9.49,4,2,1,1,1,0,1,NA
"0",1,-1,9.49,2,4,0,1,0,1,2,NA
"1",1,44,13.49,4,5,0,1,1,0,3,"0"
"0",4,13,25.49,3,9,2,1,0,1,2,"0"
"1",0,-1,18.49,4,4,2,1,1,0,1,"0"
"1",13,13,12.99,3,4,0,0,0,1,1,NA
"0",14,-1,21.99,2,8,2,1,0,1,2,NA
"0",2,-1,23.49,4,10,1,1,1,0,1,"0"
"1",1,-1,8.49,2,2,0,0,1,0,2,NA
"0",4,13,9.49,3,2,1,1,1,0,2,"0"
"0",2,-1,22.99,3,7,2,1,1,0,1,"0"
"1",0,-1,21.49,4,6,2,1,1,0,1,"0"
"0",2,-1,21.49,2,8,1,0,0,1,2,NA
"1",1,-1,20.49,3,10,1,1,1,0,1,"0"
"1",0,13,19.99,2,10,1,0,1,0,2,"0"
"1",14,13,6.99,1,1,2,1,0,1,2,NA
"1",1,-1,25.99,4,9,1,1,1,0,3,"0"
"0",9,-1,19.99,1,10,2,1,0,1,1,NA
"0",2,-1,24.49,3,9,0,1,0,1,1,NA
"1",3,13,21.49,3,9,1,1,0,1,1,NA
"1",7,60,24.99,1,10,1,1,1,0,1,"0"
"0",1,-1,22.99,4,9,0,1,0,1,1,NA
"1",0,60,6.99,1,1,1,0,1,0,2,"0"
"0",2,-1,17.99,4,6,1,1,1,0,3,"0"
"1",3,12,11.99,3,4,1,1,0,1,1,NA
"0",1,-1,8.49,3,4,0,1,0,1,2,NA
"0",6,43,20.49,2,7,2,1,0,1,2,"0"
"1",4,-1,19.49,3,6,0,0,0,1,2,NA
"1",8,13,20.99,3,10,2,0,0,1,1,NA
"0",2,-1,18.99,3,8,1,1,0,1,1,NA
"1",4,60,18.99,3,6,1,1,1,0,2,"0"
"1",1,-1,16.99,3,6,2,1,1,0,2,"0"
"0",0,-1,10.99,2,2,0,1,0,1,1,NA
"0",3,-1,10.99,3,5,0,1,0,1,1,NA
"0",1,13,9.99,3,4,0,1,0,1,1,NA
"0",1,-1,16.49,3,6,2,1,0,1,1,NA
"1",0,-1,19.49,1,9,0,1,1,0,2,NA
"0",5,13,25.49,3,10,2,1,0,1,1,NA
"1",7,44,22.49,4,10,2,1,1,0,2,"0"
"0",5,12,9.99,2,5,1,1,0,1,2,NA
"0",4,-1,19.99,3,5,0,0,0,1,1,NA
"1",0,-1,22.49,3,10,0,0,1,0,1,"0"
"0",0,-1,25.49,2,8,2,1,0,1,1,NA
"0",1,-1,7.99,3,1,0,1,0,1,3,NA
"0",13,-1,22.49,4,8,2,1,1,0,2,NA
"0",6,13,22.99,4,9,0,1,0,1,1,NA
"0",1,13,14.49,3,6,2,1,0,1,2,"0"
"0",2,-1,17.99,4,4,0,1,0,1,2,NA
"0",0,-1,22.99,2,4,2,1,1,0,2,"0"
"1",5,-1,11.99,3,6,2,1,0,1,1,NA
"0",1,-1,11.99,2,4,2,1,0,1,1,NA
"0",0,-1,19.99,4,5,2,1,0,1,1,NA
"1",7,20,24.49,3,8,0,1,0,1,2,NA
"0",9,13,7.99,4,1,1,1,0,1,1,NA
"0",16,-1,9.49,4,2,2,1,0,1,1,NA
"0",11,-1,9.99,3,2,1,1,0,1,1,NA
"0",0,-1,20.99,3,7,0,1,0,1,1,NA
"1",0,13,12.99,2,5,1,0,1,0,1,"0"
"1",1,13,12.99,4,3,2,1,1,0,1,"0"
"0",2,-1,22.99,4,8,0,1,1,0,1,"0"
"0",2,10,13.99,2,8,0,1,0,1,2,NA
"1",0,-1,10.99,3,3,1,1,1,0,3,"0"
"1",1,-1,8.49,3,2,0,1,1,0,1,NA
"0",2,-1,22.49,2,10,1,1,0,1,1,NA
"1",0,-1,19.99,3,7,0,0,1,0,1,"0"
"0",21,13,12.49,2,3,0,1,0,1,1,NA
"1",6,12,21.99,3,10,2,1,1,0,1,"0"
"0",2,-1,22.99,3,10,0,1,0,1,1,NA
"0",0,13,19.49,3,6,0,1,0,0,1,"0"
"1",2,-1,20.99,4,10,0,0,0,1,1,NA
"1",2,-1,17.49,4,8,2,1,1,0,2,"0"
"0",1,44,10.49,2,5,1,1,1,0,2,"0"
"0",12,13,22.49,2,10,1,1,1,0,1,NA
"1",0,-1,13.99,3,3,2,1,1,0,1,NA
"0",2,13,25.99,3,10,1,1,0,1,1,NA
"0",5,-1,14.99,3,7,2,1,1,0,1,NA
"1",1,-1,22.49,3,10,2,1,1,0,1,"0"
"1",2,-1,9.49,2,1,2,1,1,0,1,NA
"0",2,-1,18.99,2,10,0,1,1,0,1,NA
"1",0,-1,15.99,3,9,2,1,1,0,3,"0"
"1",4,13,23.49,3,10,0,1,1,0,1,"0"
"1",1,60,18.99,2,8,2,1,1,0,2,"0"
"1",0,-1,13.99,4,3,0,1,1,0,3,"0"
"1",10,13,15.49,1,10,1,1,0,1,2,NA
"1",0,-1,8.49,3,1,1,1,0,1,1,NA
"1",3,-1,12.99,2,9,2,1,0,1,1,NA
"1",0,60,15.99,3,9,0,1,0,1,1,"0"
"1",0,-1,22.49,3,8,2,1,1,0,2,"0"
"0",1,-1,22.49,2,10,0,1,1,0,1,NA
"1",7,60,22.99,3,8,2,1,0,1,1,"0"
"0",2,-1,22.99,3,10,0,1,0,1,1,NA
"1",0,13,15.49,4,5,0,1,1,0,2,"0"
"0",3,-1,22.49,3,8,0,1,0,1,1,NA
"1",0,-1,23.99,2,9,2,1,1,0,1,"0"
"0",2,-1,18.99,3,8,1,1,0,1,1,NA
"0",0,-1,20.49,3,9,1,1,1,0,2,"0"
"1",2,-1,12.99,2,3,2,1,0,1,1,NA
"1",0,-1,24.49,4,9,2,0,0,1,2,"0"
"0",0,-1,17.99,3,9,0,1,0,1,1,NA
"1",0,60,21.49,2,9,0,1,1,0,1,"0"
"0",2,-1,9.99,3,4,2,1,1,0,2,NA
"0",11,44,16.99,3,10,2,1,0,1,1,NA
"0",3,-1,20.99,4,7,2,0,1,0,2,"0"
"0",14,13,19.49,4,8,0,1,0,1,1,NA
"1",2,-1,11.99,2,6,1,1,1,0,1,NA
"0",0,-1,21.49,3,8,2,1,1,0,1,"0"
"1",2,60,10.49,2,3,1,1,0,1,3,"0"
"1",0,-1,22.99,4,10,0,1,1,0,1,"0"
"0",3,-1,10.49,4,3,1,1,0,1,1,NA
"0",0,13,23.49,3,9,0,1,0,1,1,NA
"1",0,-1,18.49,3,4,1,0,1,0,2,"0"
"0",1,13,21.49,4,8,1,1,0,1,1,"0"
"1",0,-1,25.49,2,5,2,1,1,0,2,"0"
"1",0,-1,16.99,3,7,2,1,1,0,1,"0"
"1",0,60,23.49,4,9,1,1,1,0,2,"0"
"1",0,60,21.49,3,7,2,0,1,0,1,"0"
"0",2,-1,9.99,2,2,2,1,1,0,2,NA
"0",3,-1,10.49,3,5,0,1,1,0,2,NA
"1",1,44,14.99,4,5,1,1,1,0,3,"0"
"0",0,-1,14.99,2,3,2,1,0,1,1,NA
"1",0,60,22.49,2,10,1,1,1,0,1,"0"
"0",1,-1,23.99,3,10,2,1,0,1,2,NA
"1",0,-1,18.99,4,9,0,1,1,0,1,"0"
"1",0,13,11.49,1,4,2,1,1,0,3,"0"
"1",3,-1,12.99,3,3,1,1,1,0,1,NA
"1",3,13,11.99,3,6,1,1,0,1,2,NA
"0",18,13,9.99,3,2,1,1,0,1,2,NA
"0",10,13,11.49,1,9,1,0,0,1,2,NA
"1",4,-1,11.49,4,2,0,1,0,1,2,NA
"1",2,43,22.99,3,10,2,1,0,1,1,"0"
"1",2,12,19.99,1,10,2,1,0,1,1,NA
"0",2,-1,15.99,2,9,0,1,1,0,2,NA
"0",2,-1,16.49,3,6,1,1,1,0,1,NA
"0",2,13,8.99,2,4,2,1,0,1,3,NA
"1",1,60,17.49,1,8,0,1,0,1,1,"0"
"0",1,13,16.99,2,6,2,1,0,1,2,NA
"1",0,-1,8.49,1,4,2,1,1,0,1,NA
"1",1,13,16.99,4,8,0,1,0,1,1,NA
"1",3,-1,14.49,2,8,2,1,0,1,2,NA
"1",2,-1,24.99,4,9,1,1,1,0,1,"0"
"0",0,-1,17.49,1,6,2,1,0,1,1,NA
"1",6,44,14.99,4,5,1,1,0,1,2,"0"
"0",0,44,12.49,2,5,1,1,0,1,1,"0"
"1",6,13,20.49,3,9,0,1,0,1,1,NA
"0",2,-1,13.99,4,4,0,1,1,0,2,NA
"0",4,60,8.99,1,4,1,1,0,1,2,"0"
"0",18,-1,23.99,3,9,0,1,0,1,1,NA
"0",1,-1,7.99,4,1,0,1,1,0,1,NA
"1",0,-1,22.49,3,10,1,1,1,0,1,"0"
"1",7,-1,23.99,3,10,1,1,0,1,1,NA
"1",0,-1,7.49,3,1,1,1,1,0,1,NA
"0",3,-1,13.99,4,5,1,1,1,0,1,NA
"1",2,60,12.99,1,4,2,0,1,0,2,"0"
"0",4,13,22.49,1,9,1,1,0,1,1,NA
"1",2,12,22.99,1,9,2,1,0,1,2,NA
"1",1,12,21.99,3,10,1,0,0,1,1,NA
"1",10,44,22.99,3,7,0,1,0,1,2,"0"
"1",0,-1,12.99,4,2,0,1,1,0,2,"0"
"1",7,12,18.49,4,6,1,1,0,1,1,NA
"1",3,60,21.49,2,9,1,1,1,0,3,"0"
"0",8,43,7.99,3,1,2,1,0,1,1,NA
"1",0,-1,11.99,3,3,1,1,1,0,1,NA
"0",6,-1,24.99,3,6,1,1,1,0,2,NA
"0",1,43,6.99,3,1,1,1,0,1,2,"0"
"1",3,60,8.49,4,1,1,1,0,1,1,"0"
"1",0,43,9.49,4,3,2,1,0,1,2,"0"
"1",5,13,20.49,1,10,0,1,0,1,3,NA
"0",2,-1,17.99,2,9,2,1,1,0,3,"0"
"1",1,-1,21.99,2,10,2,0,1,0,1,"0"
"0",4,-1,12.49,3,3,0,1,1,0,2,NA
"1",13,43,23.99,1,9,1,1,0,1,2,NA
"1",1,-1,19.99,2,10,0,1,1,0,1,NA
"1",14,-1,9.49,4,3,2,1,1,0,2,NA
"1",3,-1,14.99,3,7,1,1,0,1,1,NA
"1",4,-1,10.49,1,6,2,1,0,1,1,NA
"1",3,44,8.49,1,3,2,1,0,1,1,"0"
"1",0,-1,16.99,2,10,2,1,1,0,2,"0"
"1",10,-1,20.49,3,10,2,1,0,1,1,NA
"1",0,-1,24.99,3,9,0,1,1,0,2,"0"
"0",4,-1,18.49,3,6,0,1,0,1,3,NA
"0",4,13,17.99,1,9,2,1,0,1,2,NA
"0",1,-1,16.99,1,3,0,1,1,0,1,NA
"1",3,-1,18.99,3,8,1,1,0,1,1,NA
"0",4,13,18.99,2,3,0,1,0,1,1,NA
"0",2,-1,17.49,3,7,0,1,0,1,2,NA
"0",0,-1,11.99,3,6,2,1,0,1,1,NA
