"charged_off","num_seq","maxDue","times_pastdue","annual_income","num_of_accounts","debt_to_income","risk_group","co_app","own_home","ach_billing_type_desc","ContactsMade_Inbound","ContactsMade_Outbound","Made_Promise","Trust","ach_billing","ach_onetime","ach_recurring","ach_none"
"0",7,0,0,59800,3,0.130516570044129,11,0,0,"Billing",3,4,0,NA,1,0,0,0
"1",19,0,0,59800,9,0.202026753141467,13,0,0,"Recurring",2,0,0,NA,0,0,1,0
"1",15,66,12,44200,10,0.20552036199095,12,0,1,"One-Time",3,2,0,NA,0,1,0,0
"1",10,44,2,59800,10,0.362817391304348,11,0,1,"Recurring",0,0,0,NA,0,0,1,0
"1",9,0,0,64728,2,0.17635628229672,2,0,0,"Recurring",0,0,0,NA,0,0,1,0
"1",8,13,2,132000,3,0.0619452757903097,5,0,0,"One-Time",1,2,0,NA,0,1,0,0
"0",23,0,0,77400,7,0.220274606288053,6,0,1,"Recurring",7,5,0,NA,0,0,1,0
"0",10,66,7,28600,5,0.293706293706294,15,0,0,"One-Time",5,2,0,NA,0,1,0,0
"0",10,0,0,72908,6,0.0721633169805349,12,0,1,"Recurring",9,9,1,0.909090909090909,0,0,1,0
"1",13,0,0,34320,15,0.0608391608391608,16,0,0,"One-Time",2,1,0,NA,0,1,0,0
"1",8,44,2,63648,8,0.12270516675211,9,0,0,"Recurring",0,7,0,NA,0,0,1,0
"1",8,0,0,137000,9,0.128095708868838,1,0,1,"Recurring",0,0,0,NA,0,0,1,0
"1",11,13,2,1e+05,2,0.1848,5,0,1,"One-Time",4,1,0,NA,0,1,0,0
"1",12,0,0,46800,4,0.265128205128205,12,0,1,"Recurring",1,0,0,NA,0,0,1,0
"0",2,12,0,17600,7,0.130516570044129,15,0,0,"No ACH",1,0,0,NA,0,0,0,1
"1",6,0,0,59800,5,0.142609120919428,2,1,1,"Recurring",1,1,0,NA,0,0,1,0
"1",7,0,0,50064,11,0.159716758457907,16,0,0,"Recurring",0,6,0,NA,0,0,1,0
"1",11,0,0,17280,14,0.132681196569354,13,1,1,"Recurring",1,2,0,NA,0,0,1,0
"0",13,0,0,72614,9,0.0383407701206412,5,0,0,"Recurring",2,0,0,NA,0,0,1,0
"1",9,13,2,47840,5,0.136292980165392,13,0,0,"One-Time",9,4,0,NA,0,1,0,0
"0",16,0,0,36000,18,0.36374549819928,6,1,0,"Recurring",0,0,0,NA,0,0,1,0
"0",2,13,0,46862.4,4,0.130516570044129,1,0,1,"No ACH",3,1,0,NA,0,0,0,1
"0",4,13,2,32760,5,0.130516570044129,9,0,0,"One-Time",10,4,0,NA,0,1,0,0
"0",9,13,3,59800,6,0.175467349551857,8,0,1,"One-Time",1,1,0,NA,0,1,0,0
"0",3,12,0,41600,8,0.130516570044129,9,0,0,"Recurring",0,1,0,NA,0,0,1,0
"0",11,24,3,74568,8,0.142751136258232,16,0,1,"One-Time",1,0,0,NA,0,1,0,0
"0",11,0,0,67200,13,0.108214285714286,13,0,0,"Recurring",1,3,0,NA,0,0,1,0
"0",7,0,0,59800,11,0.0760677011077199,16,0,0,"Billing",3,1,0,NA,1,0,0,0
"1",8,74,2,52000,3,0.0830213713689997,10,0,0,"One-Time",2,1,0,NA,0,1,0,0
"0",10,0,0,54656,6,0.167352631041872,4,0,1,"Recurring",1,0,0,NA,0,0,1,0
"1",9,44,6,59800,4,0.1378657936992,7,0,0,"One-Time",5,5,0,NA,0,1,0,0
"1",18,0,0,52988,15,0.349437608515136,13,0,0,"Recurring",3,1,0,NA,0,0,1,0
"0",2,10,0,38220,5,0.288180546848628,6,0,1,"No ACH",1,0,0,NA,0,0,0,1
"0",6,0,0,65600,6,0.0261163699294648,7,0,1,"Recurring",1,6,0,NA,0,0,1,0
"0",15,0,0,96000,2,0.177751489289788,1,0,1,"One-Time",3,0,0,NA,0,1,0,0
"1",13,94,8,65000,9,0.0936,12,0,1,"One-Time",8,3,0,NA,0,1,0,0
"0",8,13,4,84000,11,0.15832004837557,3,0,1,"Recurring",10,8,0,NA,0,0,1,0
"1",15,0,0,35360,2,0.117081447963801,6,0,1,"Recurring",0,0,0,NA,0,0,1,0
"0",8,13,1,33348,9,0.165739964963059,16,0,1,"One-Time",5,2,0,NA,0,1,0,0
"0",15,0,0,110400,11,0.273475874024848,12,0,0,"Recurring",4,2,0,NA,0,0,1,0
"1",9,80,6,49400,8,0.171740890688259,10,0,0,"Recurring",1,0,0,NA,0,0,1,0
"1",16,13,1,42900,10,0.267215625235358,14,0,1,"Recurring",3,10,0,NA,0,0,1,0
"1",3,13,1,52000,11,0.130516570044129,11,0,0,"Recurring",5,7,0,NA,0,0,1,0
"1",9,0,0,88116,4,0.025844930417495,6,0,1,"Recurring",2,3,0,NA,0,0,1,0
"1",5,0,0,19908,13,0.440557337610265,14,1,1,"Billing",0,0,0,NA,1,0,0,0
"1",14,0,0,39700,3,0.200403022670025,1,0,1,"Recurring",0,0,0,NA,0,0,1,0
"0",3,12,0,85800,3,0.130516570044129,5,0,0,"Recurring",1,1,0,NA,0,0,1,0
"1",9,12,1,50000,6,0.140284295952425,9,0,0,"One-Time",10,2,0,NA,0,1,0,0
"1",7,0,0,43200,9,0.370277777777778,14,0,0,"Recurring",0,0,0,NA,0,0,1,0
"0",3,10,0,38400,7,0.130516570044129,14,0,0,"No ACH",0,0,0,NA,0,0,0,1
"0",23,0,0,45500,10,0.271384615384615,16,0,0,"Recurring",1,3,0,NA,0,0,1,0
"1",9,44,3,60000,11,0.1178,10,0,0,"Recurring",1,8,0,NA,0,0,1,0
"0",6,0,0,59800,8,0.106615384615385,14,0,0,"One-Time",5,1,0,NA,0,1,0,0
"1",16,108,8,52800,3,0.0652181754782546,5,0,1,"Billing",0,0,0,NA,1,0,0,0
"0",19,0,0,66191,5,0.237970135087035,4,0,1,"One-Time",2,4,0,NA,0,1,0,0
"1",12,0,0,30000,10,0.212416722989283,14,0,0,"Recurring",6,2,0,NA,0,0,1,0
"1",14,91,6,113000,6,0.134300369060565,2,0,1,"Recurring",0,2,0,NA,0,0,1,0
"0",23,0,0,44676,11,0.252484555466022,14,0,0,"Recurring",5,0,1,0.75,0,0,1,0
"1",11,0,0,89986,9,0.0657680809776053,8,0,1,"Recurring",0,0,0,NA,0,0,1,0
"0",10,0,0,54600,12,0.053072625698324,13,0,1,"One-Time",1,0,0,NA,0,1,0,0
"1",16,0,0,50700,26,0.304315320434223,9,1,0,"Recurring",0,2,0,NA,0,0,1,0
"1",10,0,0,52380,12,0.0635930047694754,12,0,1,"Recurring",2,4,0,NA,0,0,1,0
"0",8,10,0,76154,14,0.083347707593059,12,0,1,"Recurring",1,0,0,NA,0,0,1,0
"0",2,13,0,74640,7,0.130516570044129,11,0,0,"No ACH",6,1,0,NA,0,0,0,1
"0",7,0,0,59800,9,0.0358517128108869,12,0,0,"Recurring",1,6,0,NA,0,0,1,0
"0",2,12,0,49400,3,0.130516570044129,13,0,1,"No ACH",1,0,0,NA,0,0,0,1
"0",15,0,0,49400,7,0.130516570044129,11,0,0,"Recurring",0,4,0,NA,0,0,1,0
"0",7,0,0,46800,5,0,12,0,1,"One-Time",0,1,0,NA,0,1,0,0
"0",12,0,0,64800,6,0.130925925925926,14,0,0,"Recurring",2,2,0,NA,0,0,1,0
"1",15,0,0,99640,10,0.240176384125429,7,0,1,"Recurring",3,7,0,NA,0,0,1,0
"0",20,0,0,45652,8,0.0307544028739157,16,1,1,"Recurring",2,6,0,NA,0,0,1,0
"0",13,1,0,54600,10,0.130516570044129,13,1,1,"Recurring",2,0,0,NA,0,0,1,0
"1",20,0,0,98714,6,0.0509041130778047,6,0,1,"Recurring",1,1,0,NA,0,0,1,0
"1",17,0,0,75998,5,0.0680544224848022,1,0,1,"Recurring",0,0,0,NA,0,0,1,0
"0",19,0,0,50440,5,0.0152605459057072,16,0,1,"Recurring",5,2,0,NA,0,0,1,0
"0",8,0,0,41860,7,0.241770308658184,8,0,0,"Recurring",0,4,0,NA,0,0,1,0
"1",15,0,0,125000,23,0.001728,9,0,1,"Recurring",1,1,0,NA,0,0,1,0
"1",16,74,6,76800,7,0.114323074767664,16,0,0,"One-Time",3,2,0,NA,0,1,0,0
"0",5,13,0,43544,26,0.130516570044129,16,1,0,"Recurring",3,4,0,NA,0,0,1,0
"1",5,0,0,69600,7,0.0689348795171495,15,0,1,"Recurring",0,4,0,NA,0,0,1,0
"0",9,13,1,91000,5,0.0291428571428571,1,0,1,"One-Time",3,0,0,NA,0,1,0,0
"0",22,0,0,74880,3,0.0875997457806652,4,1,1,"One-Time",6,2,0,NA,0,1,0,0
"0",12,13,3,59800,3,0.274983407604058,13,0,1,"One-Time",6,2,0,NA,0,1,0,0
"0",14,80,10,68094,5,0.174112256586483,1,0,1,"One-Time",10,7,0,NA,0,1,0,0
"0",3,10,0,88920,4,0.130516570044129,8,0,0,"No ACH",1,1,0,NA,0,0,0,1
"1",18,0,0,61008,16,0.198467695286215,12,1,1,"Recurring",1,2,0,NA,0,0,1,0
"0",7,10,0,59800,15,0.130516570044129,3,0,0,"Recurring",1,7,0,NA,0,0,1,0
"1",12,0,0,76024,10,0.018625697148269,12,0,0,"Recurring",0,0,0,NA,0,0,1,0
"0",9,10,0,59800,10,0.130516570044129,8,0,0,"Recurring",1,3,0,NA,0,0,1,0
"0",14,0,0,59800,4,0.0886666666666667,14,0,0,"Recurring",3,0,0,NA,0,0,1,0
"1",4,13,0,89520,5,0.130516570044129,4,0,1,"Recurring",1,1,0,NA,0,0,1,0
"1",3,0,0,79976,12,0.267980394118235,15,0,1,"No ACH",3,0,0,NA,0,0,0,1
"1",17,66,6,101608,5,0.155578300921187,11,0,0,"One-Time",10,3,0,NA,0,1,0,0
"1",6,74,3,57600,8,0,15,0,1,"Recurring",3,5,0,NA,0,0,1,0
"0",5,0,0,59800,4,0.130516570044129,11,0,1,"Recurring",1,4,0,NA,0,0,1,0
"1",15,0,0,50232,11,0.130516570044129,13,0,0,"Recurring",0,5,0,NA,0,0,1,0
"1",16,52,5,59800,10,0.175149749958784,7,0,1,"Recurring",1,1,0,NA,0,0,1,0
"1",11,0,0,59800,2,0.175640090104381,3,0,1,"Recurring",0,0,0,NA,0,0,1,0
"0",7,13,2,64350,9,0.00466200466200466,14,1,1,"Recurring",0,10,0,NA,0,0,1,0
"0",4,12,0,48000,8,0.127950550511879,15,0,0,"Recurring",3,0,0,NA,0,0,1,0
"0",26,0,0,59800,4,0.154446236357499,5,0,1,"Recurring",1,3,0,NA,0,0,1,0
"0",14,0,0,45500,8,0.130549450549451,14,0,0,"Recurring",2,0,0,NA,0,0,1,0
"1",7,13,2,90552,9,0.26252319109462,9,0,1,"One-Time",2,4,0,NA,0,1,0,0
"0",7,0,0,81328,11,0.130516570044129,11,0,1,"Recurring",3,0,0,NA,0,0,1,0
"0",9,0,0,25752,35,0.130516570044129,11,1,1,"One-Time",10,4,1,0.727272727272727,0,1,0,0
"0",26,0,0,60000,6,0.00343102215868477,4,0,0,"One-Time",1,2,0,NA,0,1,0,0
"0",4,0,0,59800,7,0.130225245240455,2,0,1,"Billing",1,2,0,NA,1,0,0,0
"1",14,0,0,59800,12,0.00790588235294118,14,0,0,"One-Time",3,1,0,NA,0,1,0,0
"1",8,0,0,39000,5,0.0933299773470929,6,0,0,"Recurring",1,0,0,NA,0,0,1,0
"0",2,10,0,59800,7,0.130516570044129,11,0,1,"No ACH",3,1,0,NA,0,0,0,1
"0",14,0,0,52193.28,5,0.165143267947006,5,0,0,"Recurring",1,0,0,NA,0,0,1,0
"0",16,0,0,28600,5,0.0906617152735538,14,0,0,"One-Time",0,0,0,NA,0,1,0,0
"1",10,74,3,96000,1,0.211631969557042,2,0,0,"Recurring",3,4,0,NA,0,0,1,0
"0",9,0,0,59800,2,0.105103550295858,2,0,0,"Recurring",1,2,0,NA,0,0,1,0
"1",6,47,2,56460,12,0.0231236472805976,10,0,1,"Recurring",0,0,0,NA,0,0,1,0
"0",10,12,1,101400,8,0.148284023668639,6,0,1,"Recurring",4,3,0,NA,0,0,1,0
"1",6,74,4,59800,11,0.03216,16,0,0,"One-Time",1,2,0,NA,0,1,0,0
"1",10,10,1,47000,5,0,15,0,0,"Recurring",1,3,0,NA,0,0,1,0
"1",22,0,0,55094,13,0.152843281564481,10,0,0,"One-Time",3,0,0,NA,0,1,0,0
"1",11,0,0,97470,9,0.0897506925207756,10,0,0,"Recurring",1,0,0,NA,0,0,1,0
"1",12,94,7,56264,7,0.247277216808501,10,0,0,"Billing",3,10,0,NA,1,0,0,0
"1",10,13,1,59800,9,0.153747597693786,15,1,1,"Recurring",8,6,0,NA,0,0,1,0
"1",8,74,3,60000,4,0.267927272727273,7,0,0,"Recurring",0,0,0,NA,0,0,1,0
"1",9,10,6,78000,10,0.048830011142751,8,1,1,"Recurring",2,1,0,NA,0,0,1,0
"1",10,0,0,50000,14,0.129363907682177,13,1,1,"Recurring",1,1,0,NA,0,0,1,0
"1",9,13,3,120000,11,0.10057550457972,12,0,1,"One-Time",1,1,0,NA,0,1,0,0
"0",7,13,3,127738,4,0.142226397369657,7,0,0,"Recurring",0,4,1,1,0,0,1,0
"0",7,0,0,52,19,0.379733458580403,14,1,1,"Recurring",4,2,0,NA,0,0,1,0
"1",7,44,2,18480,7,0.0310037462860096,16,0,0,"One-Time",1,3,0,NA,0,1,0,0
"1",5,74,2,46800,7,0.0695530207710237,3,0,1,"Recurring",0,2,0,NA,0,0,1,0
"1",9,0,0,36000,7,0.432139399806389,6,0,1,"Recurring",0,0,0,NA,0,0,1,0
"0",12,0,0,59800,2,0.0984,2,0,1,"Recurring",1,2,0,NA,0,0,1,0
"0",8,12,1,75000,9,0.0730386827031935,15,0,1,"One-Time",10,1,0,NA,0,1,0,0
"0",9,10,2,28600,4,0.103425760675576,14,0,0,"One-Time",0,2,0,NA,0,1,0,0
"0",18,28,4,17992,11,0.156824641096024,16,1,0,"One-Time",10,0,0,NA,0,1,0,0
"0",7,0,0,117600,7,0.0560827078317519,4,0,0,"Recurring",10,7,0,NA,0,0,1,0
"1",11,0,0,117000,3,0.0448039273673626,5,0,0,"Recurring",2,4,0,NA,0,0,1,0
"1",3,13,0,40456,5,0.130516570044129,17,0,0,"Recurring",1,0,0,NA,0,0,1,0
"0",15,0,0,32000,10,0.194057476863127,10,0,0,"Recurring",8,2,0,NA,0,0,1,0
"1",22,0,0,65400,12,0.244194270894731,11,0,0,"Recurring",2,4,0,NA,0,0,1,0
"1",7,0,0,41782,5,0.305716276392718,13,0,1,"One-Time",2,7,0,NA,0,1,0,0
"1",7,74,4,35928,16,0.183974097819328,15,0,0,"One-Time",2,0,0,NA,0,1,0,0
"1",21,0,0,57668,8,0.0677163160094747,13,0,0,"Recurring",5,0,0,NA,0,0,1,0
"0",15,0,0,48600,5,0.238769230769231,15,0,0,"Recurring",4,8,0,NA,0,0,1,0
"1",9,0,0,70018,2,0.293753034933874,4,0,1,"Recurring",0,6,0,NA,0,0,1,0
"0",7,0,0,35204,3,0.129871605499375,10,0,0,"One-Time",1,1,0,NA,0,1,0,0
"0",7,0,0,59800,10,0.103368421052632,7,0,1,"Recurring",3,0,0,NA,0,0,1,0
"0",22,0,0,59800,5,0.194909090909091,10,0,1,"Recurring",1,0,0,NA,0,0,1,0
"1",6,13,0,48000,8,0.130516570044129,16,0,1,"Recurring",0,0,0,NA,0,0,1,0
"1",2,13,0,25092,8,0.130516570044129,7,1,1,"No ACH",1,3,0,NA,0,0,0,1
"1",20,0,0,62530,12,0.163238341190955,16,0,0,"One-Time",1,1,0,NA,0,1,0,0
"0",6,12,0,73181.42,7,0.130516570044129,12,0,1,"One-Time",1,1,0,NA,0,1,0,0
"1",10,0,0,35512,7,0,12,0,0,"Recurring",2,1,0,NA,0,0,1,0
"0",21,0,0,5200,6,0.0796580422351809,8,1,1,"One-Time",1,0,0,NA,0,1,0,0
"0",7,3,0,59800,6,0.130516570044129,11,0,1,"Recurring",2,0,0,NA,0,0,1,0
"1",15,94,7,38630,7,0.102445985529379,8,0,1,"Billing",2,5,0,NA,1,0,0,0
"1",14,10,1,16140,7,0.0595205290713695,14,1,0,"Recurring",2,3,0,NA,0,0,1,0
"0",4,13,2,59800,9,0.153475108216606,5,0,1,"One-Time",4,0,0,NA,0,1,0,0
"1",6,12,0,67600,3,0.130516570044129,17,0,1,"Recurring",0,1,0,NA,0,0,1,0
"1",7,12,1,59800,13,0.128146453089245,14,0,1,"One-Time",10,5,0,NA,0,1,0,0
"0",3,13,0,64788,8,0.130516570044129,10,0,1,"Recurring",4,0,0,NA,0,0,1,0
"0",6,0,0,63700,7,0.139120397874832,6,0,0,"One-Time",5,0,0,NA,0,1,0,0
"1",5,0,0,118560,15,0.117914979757085,14,0,0,"Recurring",1,0,0,NA,0,0,1,0
"0",7,0,0,39000,12,0.130516570044129,11,0,1,"Recurring",3,3,0,NA,0,0,1,0
"0",7,0,0,59800,15,0.16815,14,0,0,"One-Time",1,0,0,NA,0,1,0,0
"1",17,10,1,104000,6,0.287653846153846,6,0,1,"One-Time",2,1,0,NA,0,1,0,0
"0",12,0,0,52,18,0.130516570044129,11,1,0,"One-Time",2,0,0,NA,0,1,0,0
"1",11,13,2,59800,8,0.189834194074477,12,0,0,"One-Time",4,6,0,NA,0,1,0,0
"0",11,0,0,115596,9,0.068099242188311,5,0,1,"Recurring",1,3,0,NA,0,0,1,0
"1",8,13,5,88008,6,0.10185437687483,12,0,0,"One-Time",2,3,0,NA,0,1,0,0
"1",5,74,3,57600,11,0.0664726149459427,15,0,1,"Recurring",3,4,0,NA,0,0,1,0
"0",16,52,4,62400,8,0.125384615384615,12,0,1,"Recurring",2,10,0,NA,0,0,1,0
"1",10,0,0,108000,6,0.200777777777778,13,0,1,"Recurring",2,2,0,NA,0,0,1,0
"0",9,0,0,31200,9,0.102869262947034,15,0,1,"Recurring",1,3,0,NA,0,0,1,0
"0",2,13,0,43200,4,0.130516570044129,2,0,1,"No ACH",1,0,0,NA,0,0,0,1
"1",13,0,0,28798,11,0.130516570044129,11,0,0,"Recurring",0,0,0,NA,0,0,1,0
"0",11,0,0,32000,5,0.0668182343647644,7,1,0,"One-Time",10,0,1,0.8,0,1,0,0
"1",13,38,4,33280,10,0.195947136563877,16,1,0,"One-Time",7,6,0,NA,0,1,0,0
"0",10,0,0,59800,6,0.138894702104026,8,0,0,"Recurring",1,3,0,NA,0,0,1,0
"0",12,10,0,45760,10,0.130516570044129,3,0,0,"One-Time",2,0,0,NA,0,1,0,0
"1",4,12,0,67470,4,0.371538461538462,9,0,1,"Recurring",1,4,0,NA,0,0,1,0
"1",16,0,0,91702,8,0.158338967525245,13,0,1,"Recurring",4,1,0,NA,0,0,1,0
"1",11,24,1,46800,6,0.0416321458160729,15,0,1,"Recurring",2,6,0,NA,0,0,1,0
"1",4,13,2,94800,15,0.299672364755558,8,1,1,"Recurring",1,0,0,NA,0,0,1,0
"1",12,0,0,99600,12,0.0493008141032657,7,0,1,"Recurring",2,5,0,NA,0,0,1,0
"1",7,13,0,57288,11,0.130516570044129,11,1,1,"Recurring",2,2,0,NA,0,0,1,0
"0",15,0,0,41990,3,0.130516570044129,11,1,1,"Recurring",1,2,0,NA,0,0,1,0
"0",12,0,0,42300,19,0.0825691103453591,12,1,1,"Recurring",1,4,0,NA,0,0,1,0
"0",12,0,0,76200,5,0.134552803754325,7,0,1,"Recurring",2,3,0,NA,0,0,1,0
"0",16,0,0,59800,7,0.12432150839397,7,1,1,"One-Time",3,0,1,1,0,1,0,0
"0",18,0,0,100732,9,0.10458215259584,5,0,0,"Recurring",1,5,0,NA,0,0,1,0
"0",2,10,0,59800,9,0,12,0,1,"No ACH",1,5,0,NA,0,0,0,1
"0",3,12,0,54948,10,0.130516570044129,16,0,1,"Recurring",10,1,0,NA,0,0,1,0
"1",14,10,1,52000,11,0.230110649376658,10,0,0,"Recurring",2,10,0,NA,0,0,1,0
"1",25,10,1,43056,6,0.160535117056856,14,0,0,"Recurring",1,0,0,NA,0,0,1,0
"1",9,0,0,120792,12,0.388342609221359,15,1,1,"Recurring",1,0,0,NA,0,0,1,0
"0",15,0,0,39600,6,0.352587591090617,8,1,1,"Recurring",2,4,0,NA,0,0,1,0
"0",5,0,0,135200,11,0.269417751568952,10,0,1,"Recurring",3,0,0,NA,0,0,1,0
"0",6,6,0,27352.08,4,0.130516570044129,13,0,1,"One-Time",3,0,0,NA,0,1,0,0
"0",11,0,0,59800,6,0.0958586302219237,3,0,0,"One-Time",10,0,0,NA,0,1,0,0
"0",15,0,0,58560,8,0.181702840146843,11,1,0,"Recurring",1,7,0,NA,0,0,1,0
"0",4,13,0,51600,4,0.130516570044129,4,0,1,"Recurring",3,8,0,NA,0,0,1,0
"0",21,10,1,29900,3,0.204682274247492,14,0,0,"One-Time",0,2,0,NA,0,1,0,0
"0",7,13,2,59800,3,0.0252842809364549,8,0,1,"Recurring",6,0,0,NA,0,0,1,0
"1",15,0,0,70000,7,0.00264644724958518,7,0,0,"One-Time",1,0,0,NA,0,1,0,0
"0",22,0,0,54652,8,0.133069828722003,16,1,1,"One-Time",1,0,0,NA,0,1,0,0
"1",6,0,0,35360,9,0.248784893973934,10,1,1,"One-Time",1,2,0,NA,0,1,0,0
"0",16,0,0,75024,7,0.0317164179104478,13,0,0,"One-Time",1,3,0,NA,0,1,0,0
"1",4,0,0,59800,6,0.130516570044129,4,0,0,"Recurring",0,0,0,NA,0,0,1,0
"0",27,0,0,42770,7,0.290951601589899,12,0,0,"Recurring",1,1,0,NA,0,0,1,0
"1",9,0,0,67776,2,0.142571759015876,2,0,1,"Recurring",1,5,0,NA,0,0,1,0
"0",16,24,9,42328,8,0.226777221263521,14,0,1,"One-Time",10,10,0,NA,0,1,0,0
"1",10,0,0,65676,6,0.11584140325233,5,0,0,"Recurring",0,0,0,NA,0,0,1,0
"0",20,0,0,85216,12,0.276439367587159,13,0,1,"One-Time",2,0,0,NA,0,1,0,0
"0",26,0,0,145000,13,0.0825931034482759,12,0,1,"Recurring",0,3,0,NA,0,0,1,0
"1",10,0,0,66170,12,0.31558547106508,15,0,1,"One-Time",1,1,0,NA,0,1,0,0
"0",2,10,0,59800,4,0.07888,9,0,0,"No ACH",3,0,0,NA,0,0,0,1
"1",3,13,0,70200,7,0.130516570044129,6,0,1,"One-Time",2,2,0,NA,0,1,0,0
"0",9,0,0,48000,4,0.221997271246864,4,0,1,"Recurring",10,2,0,NA,0,0,1,0
"1",2,12,0,126000,5,0.130516570044129,13,0,1,"No ACH",0,2,0,NA,0,0,0,1
"0",10,0,0,26000,4,0.1212715855573,15,0,1,"Recurring",1,1,0,NA,0,0,1,0
"0",16,0,0,62400,14,0.0107494373341395,11,1,1,"Recurring",4,0,0,NA,0,0,1,0
"1",14,0,0,48230,4,0.186854654779183,9,0,1,"Recurring",1,0,0,NA,0,0,1,0
"0",4,0,0,81000,12,0.183492102513675,13,0,1,"Billing",0,1,0,NA,1,0,0,0
"0",11,13,4,64392,5,0.227930846641245,7,0,0,"One-Time",1,0,0,NA,0,1,0,0
"1",6,74,3,99840,9,0.0358173076923077,14,0,0,"Recurring",0,0,0,NA,0,0,1,0
"1",11,0,0,36980,7,0.104994140951956,15,1,1,"One-Time",6,10,0,NA,0,1,0,0
"1",8,0,0,102600,8,0.239766081871345,9,0,1,"Recurring",2,1,0,NA,0,0,1,0
"1",11,13,2,137280,3,0.0982581509602501,10,0,1,"One-Time",8,5,0,NA,0,1,0,0
"1",13,0,0,48360,4,0.0757504532939359,6,0,1,"Recurring",1,8,0,NA,0,0,1,0
"0",5,0,0,39000,10,0.130516570044129,11,0,1,"Recurring",10,0,0,NA,0,0,1,0
"0",8,0,0,36400,5,0.326380169306169,9,0,0,"Recurring",2,2,0,NA,0,0,1,0
"1",15,13,1,59800,12,0.267625556892244,5,0,1,"One-Time",4,3,0,NA,0,1,0,0
"1",7,74,3,40000,5,0.0255805515239477,2,1,1,"Recurring",0,9,0,NA,0,0,1,0
"1",3,12,0,46800,8,0.389710975379384,9,1,1,"No ACH",6,4,0,NA,0,0,0,1
"0",8,0,0,122184,3,0.102926733451188,4,1,1,"Billing",1,0,0,NA,1,0,0,0
"0",6,44,2,139200,6,0.120408474317939,10,0,0,"Recurring",8,1,0,NA,0,0,1,0
"0",11,0,0,62352,6,0.25575,7,0,1,"Recurring",2,4,0,NA,0,0,1,0
"1",7,0,0,59800,5,0,6,0,1,"Recurring",0,2,0,NA,0,0,1,0
"0",2,12,0,64400,8,0.130516570044129,9,0,1,"No ACH",2,0,0,NA,0,0,0,1
"0",22,0,0,84994,6,0.0950184718921336,7,0,0,"Recurring",0,6,0,NA,0,0,1,0
"0",16,0,0,29588,13,0.198030837822775,13,0,1,"Recurring",3,0,0,NA,0,0,1,0
"1",8,44,3,76520,4,0.265472695243688,5,0,0,"Recurring",2,8,0,NA,0,0,1,0
"0",5,13,3,54600,5,0.187252747252747,5,0,1,"Recurring",0,2,0,NA,0,0,1,0
"0",7,13,3,53880,4,0.20890868596882,12,0,1,"Recurring",5,1,1,1,0,0,1,0
"0",10,0,0,46800,5,0.126923076923077,11,0,0,"Recurring",1,3,0,NA,0,0,1,0
"0",6,0,0,26000,7,0.126763212337784,13,0,0,"One-Time",1,1,0,NA,0,1,0,0
"0",18,0,0,104000,4,0.138692307692308,10,0,0,"Recurring",4,0,0,NA,0,0,1,0
"0",10,0,0,59800,3,0.236866972316523,6,1,1,"Recurring",1,5,0,NA,0,0,1,0
"1",8,12,1,135200,11,0.0509156526616109,2,0,1,"Recurring",2,1,0,NA,0,0,1,0
"1",8,0,0,46800,4,0.24974358974359,7,0,0,"Recurring",0,0,0,NA,0,0,1,0
"0",6,13,2,71578,10,0.246378849669526,13,0,0,"Recurring",2,0,0,NA,0,0,1,0
"0",10,0,0,58008,5,0.268100951592884,8,0,0,"Recurring",1,4,0,NA,0,0,1,0
"0",8,0,0,58000,6,0.12959901533709,7,0,1,"Billing",1,1,0,NA,1,0,0,0
"1",9,0,0,42984,12,0.178099898439664,5,0,1,"Recurring",4,2,0,NA,0,0,1,0
"0",9,0,0,53508,6,0.129732576511206,12,0,0,"Recurring",1,4,0,NA,0,0,1,0
"1",5,13,3,104000,5,0.351159301305099,16,0,1,"Recurring",1,0,0,NA,0,0,1,0
"1",22,0,0,46566,2,0.0989563200618477,4,0,1,"Recurring",0,1,0,NA,0,0,1,0
"0",11,13,4,48800,16,0.122054310694227,12,0,1,"One-Time",4,0,1,1,0,1,0,0
"0",9,0,0,36000,3,0.130516570044129,5,0,1,"One-Time",10,5,0,NA,0,1,0,0
"0",5,10,1,64480,15,0.0560300245279116,14,0,0,"One-Time",3,2,0,NA,0,1,0,0
"1",18,0,0,57200,12,0.250695368242835,15,0,0,"Recurring",2,4,0,NA,0,0,1,0
"1",10,0,0,127400,3,0.00623545922932738,3,0,1,"Recurring",0,1,0,NA,0,0,1,0
"0",17,0,0,59950,8,0.180279163630248,2,1,1,"Recurring",0,1,0,NA,0,0,1,0
"1",11,80,2,41600,5,0.07125,12,0,0,"Recurring",1,3,0,NA,0,0,1,0
"0",6,74,4,31200,11,0.160910669496431,8,1,1,"Recurring",3,1,0,NA,0,0,1,0
"1",5,13,1,39000,7,0.00806885422270038,15,0,0,"Recurring",0,0,0,NA,0,0,1,0
"0",2,2,0,52000,5,0.130516570044129,3,0,1,"No ACH",0,0,0,NA,0,0,0,1
"0",13,0,0,99960,4,0.276110444177671,4,0,0,"One-Time",4,4,0,NA,0,1,0,0
"1",15,24,2,65312,3,0.0773441638707399,4,0,1,"Recurring",1,5,0,NA,0,0,1,0
"1",5,10,0,29241.84,10,0.130516570044129,15,0,1,"Recurring",0,4,0,NA,0,0,1,0
"0",10,0,0,6312,5,0.207905349389464,11,1,1,"One-Time",4,6,0,NA,0,1,0,0
